county_name,county_code,state_abb,income_quartile,life_exp,pct_uninsured,poverty_rate,pct_religious,pct_black,pct_hispanic,unemployment_rate,median_hh_inc,is_urban,pop,pop_density,pct_smoke,pct_obese,pct_exercise
Elmore,1051,AL,4,85.0605363100287,14.29589,0.1024389,46.51911,20.50126,1.22203,0.0386334,31156.06,1,65874,106.0336,0.1724138,0.1272727,0.75862068
Escambia,1053,AL,1,77.7849628389628,19.47329,0.2086959,53.05931,30.69459,0.9859521,0.055974,26024.19,0,38440,40.57494,0.2777778,0.4411765,0.5
Escambia,1053,AL,4,82.693329159954,19.47329,0.2086959,53.05931,30.69459,0.9859521,0.055974,26024.19,0,38440,40.57494,0.2142857,0.1538462,0.71428573
Etowah,1055,AL,1,77.3694333381678,18.33494,0.1569798,68.31209,14.61448,1.704057,0.0600306,31576.7,1,103459,193.4455,0.3357143,0.2846715,0.5244565
Etowah,1055,AL,4,85.5082370900592,18.33494,0.1569798,68.31209,14.61448,1.704057,0.0600306,31576.7,1,103459,193.4455,0.1445783,0.2278481,0.81481481
Franklin,1059,AL,1,77.7784390732739,23.20653,0.1888521,64.59341,4.186017,7.417609,0.0695541,27611.74,1,31223,49.1202,0.3142857,0.2857143,0.45714286
Franklin,1059,AL,4,85.0368883761056,23.20653,0.1888521,64.59341,4.186017,7.417609,0.0695541,27611.74,1,31223,49.1202,0,0.4,0.83333331
Geneva,1061,AL,1,79.67515576213,19.72452,0.1961859,65.76231,10.57677,1.758267,0.0583924,27748.29,1,25764,44.7074,0.2727273,0.483871,0.38235295
Geneva,1061,AL,4,83.1697969897861,19.72452,0.1961859,65.76231,10.57677,1.758267,0.0583924,27748.29,1,25764,44.7074,0,0.5555556,0.66666669
Houston,1069,AL,1,78.8486711432378,16.68623,0.1499897,67.82412,24.44389,1.263698,0.0390972,35262.85,1,88787,152.9861,0.2830189,0.3653846,0.55445546
Houston,1069,AL,4,84.9013377886129,16.68623,0.1499897,67.82412,24.44389,1.263698,0.0390972,35262.85,1,88787,152.9861,0.0625,0.2795699,0.78021979
Jackson,1071,AL,1,78.295466675867,18.64322,0.1367446,47.58187,3.712495,1.13118,0.0595902,29498.9,1,53926,49.98964,0.4,0.3846154,0.5
Jackson,1071,AL,4,84.5486122607587,18.64322,0.1367446,47.58187,3.712495,1.13118,0.0595902,29498.9,1,53926,49.98964,0.25,0.2857143,0.875
Jefferson,1073,AL,1,77.3665451210264,16.14558,0.1477299,60.1273,39.21519,1.553364,0.0394048,38584.14,1,662047,595.0411,0.2739872,0.3191257,0.56505805
Jefferson,1073,AL,4,85.8748249530443,16.14558,0.1477299,60.1273,39.21519,1.553364,0.0394048,38584.14,1,662047,595.0411,0.1327751,0.1863581,0.85567009
Lauderdale,1077,AL,1,78.2653978416975,15.23257,0.1442567,56.63325,9.803787,1.016302,0.0597039,34223.01,1,87966,131.3983,0.282353,0.264,0.58064514
Lauderdale,1077,AL,4,85.4406838125339,15.23257,0.1442567,56.63325,9.803787,1.016302,0.0597039,34223.01,1,87966,131.3983,0.1084337,0.2098765,0.83783782
Lawrence,1079,AL,1,78.1403522295058,19.0486,0.152513,52.01276,13.2546,1.054507,0.0542017,30491.07,1,34803,50.19308,0.4090909,0.2857143,0.63636363
Lawrence,1079,AL,4,86.1294488908115,19.0486,0.152513,52.01276,13.2546,1.054507,0.0542017,30491.07,1,34803,50.19308,0.1428571,0.1428571,0.85714287
Lee,1081,AL,1,78.1506722300059,15.78185,0.2181195,34.58711,22.55066,1.429291,0.0373916,28575.4,1,115092,189.0751,0.2821428,0.2527076,0.66799998
Lee,1081,AL,4,86.7765029477466,15.78185,0.2181195,34.58711,22.55066,1.429291,0.0373916,28575.4,1,115092,189.0751,0.127451,0.1862745,0.88235295
Limestone,1083,AL,1,77.8684145547051,16.69577,0.1234609,52.99348,13.25142,2.64937,0.0396629,31877.98,1,65676,115.6167,0.2580645,0.2580645,0.41935483
Limestone,1083,AL,4,85.0845928556279,16.69577,0.1234609,52.99348,13.25142,2.64937,0.0396629,31877.98,1,65676,115.6167,0.08,0.16,0.80000001
Madison,1089,AL,1,77.3808018211839,14.13733,0.1054511,55.22371,22.6245,1.888688,0.0350733,41283.33,1,276700,343.7597,0.2782258,0.3022774,0.61784899
Madison,1089,AL,4,85.925554177162,14.13733,0.1054511,55.22371,22.6245,1.888688,0.0350733,41283.33,1,276700,343.7597,0.1272727,0.2104167,0.84934497
Marion,1093,AL,1,79.4120467094035,17.28867,0.156376,59.56942,3.623374,1.153329,0.0791622,28465.76,1,31214,42.10059,0.3333333,0.2978723,0.47916666
Marion,1093,AL,4,81.041497861957,17.28867,0.156376,59.56942,3.623374,1.153329,0.0791622,28465.76,1,31214,42.10059,0.0769231,0.2307692,0.76923078
Marshall,1095,AL,1,77.7176193569623,21.49346,0.1466165,65.26736,1.452007,5.662098,0.0503851,32007.78,1,82231,145.0129,0.3410138,0.2325581,0.51141554
Marshall,1095,AL,4,83.8909337637096,21.49346,0.1466165,65.26736,1.452007,5.662098,0.0503851,32007.78,1,82231,145.0129,0.21875,0.2096774,0.8125
Mobile,1097,AL,1,78.2298618112361,18.64541,0.1850726,53.25365,33.22429,1.22223,0.0512988,32258.13,1,399843,324.2608,0.2883387,0.3325163,0.56182796
Mobile,1097,AL,4,85.3346092075934,18.64541,0.1850726,53.25365,33.22429,1.22223,0.0512988,32258.13,1,399843,324.2608,0.1498708,0.2156334,0.82271469
Montgomery,1101,AL,1,77.2075848463031,15.83644,0.1734008,50.57716,48.38531,1.19234,0.0412751,34834.21,1,223510,283.0089,0.2401316,0.3611584,0.56307131
Montgomery,1101,AL,4,86.0023724730831,15.83644,0.1734008,50.57716,48.38531,1.19234,0.0412751,34834.21,1,223510,283.0089,0.1569231,0.2594937,0.8237288
Morgan,1103,AL,1,77.6724432547342,18.93866,0.1229125,58.65537,11.14943,3.281891,0.0466636,35159.7,1,111064,190.7616,0.3651685,0.3257143,0.59006214
Morgan,1103,AL,4,84.3134177294949,18.93866,0.1229125,58.65537,11.14943,3.281891,0.0466636,35159.7,1,111064,190.7616,0.2087912,0.2777778,0.85882354
Pike,1109,AL,1,78.3685453137776,17.64356,0.2306665,49.68418,36.36548,1.2329,0.0484391,26834.85,0,29605,44.11852,0.2,0.325,0.40000001
Pike,1109,AL,4,86.3478388613776,17.64356,0.2306665,49.68418,36.36548,1.2329,0.0484391,26834.85,0,29605,44.11852,0.1,0.3,1
Russell,1113,AL,1,76.8890828557672,17.42368,0.1990276,46.83254,40.63229,1.495297,0.0503464,26292.46,1,49756,77.58408,0.1714286,0.4411765,0.5714286
Russell,1113,AL,4,83.6070192072732,17.42368,0.1990276,46.83254,40.63229,1.495297,0.0503464,26292.46,1,49756,77.58408,0.25,0.25,1
St Clair,1115,AL,1,77.3359627512169,15.2267,0.1207624,50.05561,8.113744,1.05959,0.0381369,32119.36,1,64742,102.1566,0.4059406,0.3645833,0.61386138
St Clair,1115,AL,4,82.8794827865734,15.2267,0.1207624,50.05561,8.113744,1.05959,0.0381369,32119.36,1,64742,102.1566,0.1304348,0.3428572,0.8142857
Shelby,1117,AL,1,78.6148533540033,12.2728,0.0631362,45.62191,7.376494,2.030804,0.0265401,47774.16,1,143293,180.3121,0.2878049,0.275,0.61081082
Shelby,1117,AL,4,86.4141465669699,12.2728,0.0631362,45.62191,7.376494,2.030804,0.0265401,47774.16,1,143293,180.3121,0.1386364,0.1847575,0.86585367
Talladega,1121,AL,1,77.6094315849647,16.21582,0.1761475,50.1052,31.38158,1.010944,0.0597552,29031.36,0,80321,108.6106,0.3387097,0.3900415,0.51739132
Talladega,1121,AL,4,85.2477345219014,16.21582,0.1761475,50.1052,31.38158,1.010944,0.0597552,29031.36,0,80321,108.6106,0.137931,0.2413793,0.90566039
Tallapoosa,1123,AL,1,78.7063845647329,17.26984,0.1655892,58.04702,25.28752,0.5834841,0.054068,32640.59,0,41475,57.77002,0.375,0.3518519,0.66071427
Tallapoosa,1123,AL,4,86.4787985967948,17.26984,0.1655892,58.04702,25.28752,0.5834841,0.054068,32640.59,0,41475,57.77002,0.1875,0.4375,0.5
Tuscaloosa,1125,AL,1,77.6182063962123,17.49998,0.1702105,50.82942,29.19484,1.291888,0.0381489,32620.28,1,164875,124.4931,0.2595674,0.3292894,0.58532113
Tuscaloosa,1125,AL,4,85.2370895938629,17.49998,0.1702105,50.82942,29.19484,1.291888,0.0381489,32620.28,1,164875,124.4931,0.1189711,0.2119205,0.80067569
Walker,1127,AL,1,77.0935530698797,16.69434,0.1649873,61.71284,6.113445,0.8583995,0.054624,28756.69,1,70713,89.01534,0.3560975,0.3869347,0.51219511
Walker,1127,AL,4,84.1703524303142,16.69434,0.1649873,61.71284,6.113445,0.8583995,0.054624,28756.69,1,70713,89.01534,0.2115385,0.244898,0.70588237
Apache,4001,AZ,1,82.1369187803031,21.36362,0.3782032,49.8682,0.2347925,4.492747,0.0938842,18468.69,0,69423,6.195783,0.1771772,0.334375,0.62462461
Apache,4001,AZ,4,83.7978978236519,21.36362,0.3782032,49.8682,0.2347925,4.492747,0.0938842,18468.69,0,69423,6.195783,0.1052632,0.2368421,0.76623374
Cochise,4003,AZ,1,80.5238020903086,17.09904,0.1767456,40.76855,4.298756,30.68575,0.0483481,29920.49,1,117755,19.0868,0.2732984,0.2524807,0.65806454
Cochise,4003,AZ,4,86.5951801299319,17.09904,0.1767456,40.76855,4.298756,30.68575,0.0483481,29920.49,1,117755,19.0868,0.1471322,0.2061856,0.85964912
Coconino,4005,AZ,1,81.5585330984857,21.36078,0.182258,30.89065,0.988652,10.94137,0.0467136,29986.33,1,116320,6.247911,0.2452276,0.1918429,0.73076922
Coconino,4005,AZ,4,87.3962863576959,21.36078,0.182258,30.89065,0.988652,10.94137,0.0467136,29986.33,1,116320,6.247911,0.0677966,0.1658416,0.90441179
Gila,4007,AZ,1,79.1982631581961,19.53568,0.1741172,43.99922,0.33895,16.64751,0.0577122,33454.61,1,51335,10.76724,0.2775331,0.3257919,0.61946905
Gila,4007,AZ,4,83.9678480348751,19.53568,0.1741172,43.99922,0.33895,16.64751,0.0577122,33454.61,1,51335,10.76724,0.0821918,0.2253521,0.86301368
Graham,4009,AZ,1,79.3802646292479,18.56009,0.229879,67.08173,1.797605,27.03574,0.0623893,21866.97,0,33489,7.234116,0.2229299,0.3506494,0.6433121
Graham,4009,AZ,4,87.4847195154983,18.56009,0.229879,67.08173,1.797605,27.03574,0.0623893,21866.97,0,33489,7.234116,0.0793651,0.1803279,0.84126985
Maricopa,4013,AZ,1,80.1011796582545,19.17126,0.1174869,39.73144,3.532413,24.84714,0.0414625,41328.64,1,3072149,333.8155,0.2228826,0.2106918,0.57788163
Maricopa,4013,AZ,4,86.3692383276662,19.17126,0.1174869,39.73144,3.532413,24.84714,0.0414625,41328.64,1,3072149,333.8155,0.1232044,0.1903955,0.89632106
Mohave,4015,AZ,1,77.0648711201307,20.35176,0.1388457,27.99745,0.5076371,11.08287,0.0477989,33909.59,1,155032,11.64635,0.3441637,0.2438119,0.60025382
Mohave,4015,AZ,4,83.951355469643,20.35176,0.1388457,27.99745,0.5076371,11.08287,0.0477989,33909.59,1,155032,11.64635,0.1943128,0.2392344,0.83490568
Navajo,4017,AZ,1,80.5672894569574,19.38585,0.2950444,39.24182,0.8146096,8.218939,0.0757138,23339.27,0,97470,9.79285,0.2201681,0.2633391,0.6423611
Navajo,4017,AZ,4,85.1410073743607,19.38585,0.2950444,39.24182,0.8146096,8.218939,0.0757138,23339.27,0,97470,9.79285,0.1209302,0.1745283,0.82629108
Pima,4019,AZ,1,80.3527956176717,18.20142,0.1466397,44.87737,2.850028,29.34272,0.0432998,36698.14,1,843746,91.84865,0.2257454,0.239034,0.64381522
Pima,4019,AZ,4,86.8420410683509,18.20142,0.1466397,44.87737,2.850028,29.34272,0.0432998,36698.14,1,843746,91.84865,0.1237288,0.151778,0.89258313
Pinal,4021,AZ,1,78.5059030414687,19.29601,0.1690881,32.19049,2.591708,29.86251,0.0535817,29963.63,1,179727,33.47124,0.2199313,0.3353151,0.58147717
Pinal,4021,AZ,4,84.4891169336108,19.29601,0.1690881,32.19049,2.591708,29.86251,0.0535817,29963.63,1,179727,33.47124,0.1296296,0.2164384,0.83018869
Santa Cruz,4023,AZ,1,82.3064592525569,23.90168,0.2448253,66.06133,0.1954092,80.78216,0.0868954,27007.64,1,38381,31.01159,0.1736334,0.272619,0.64034152
Santa Cruz,4023,AZ,4,86.3196849498143,23.90168,0.2448253,66.06133,0.1954092,80.78216,0.0868954,27007.64,1,38381,31.01159,0.1204819,0.2459016,0.88755018
Yavapai,4025,AZ,1,80.5502406006166,19.9604,0.119465,29.7337,0.3516061,9.775724,0.0442322,39299.91,1,167517,20.62179,0.2635229,0.1869565,0.63768119
Yavapai,4025,AZ,4,86.5015007311422,19.9604,0.119465,29.7337,0.3516061,9.775724,0.0442322,39299.91,1,167517,20.62179,0.1392857,0.1176471,0.91666669
Yuma,4027,AZ,1,81.1890452965203,23.90819,0.1923488,36.12288,1.959682,50.4743,0.1652333,30315.06,1,160026,29.02129,0.1677074,0.3173828,0.60054594
Yuma,4027,AZ,4,84.5302579336467,23.90819,0.1923488,36.12288,1.959682,50.4743,0.1652333,30315.06,1,160026,29.02129,0.1320755,0.2888889,0.87262875
Baxter,5005,AR,1,78.5442434132789,22.1696,0.1114596,51.43281,0.1094149,1.00297,0.0522598,35632.88,0,38386,69.24364,0.3071161,0.2576923,0.65200001
Baxter,5005,AR,4,85.3934918217795,22.1696,0.1114596,51.43281,0.1094149,1.00297,0.0522598,35632.88,0,38386,69.24364,0.0847458,0.2666667,0.89655173
Benton,5007,AR,1,78.6505689272541,19.43136,0.1007096,53.77951,0.3637407,8.77997,0.0283965,37364.53,1,153406,181.3323,0.3125972,0.2641815,0.59390861
Benton,5007,AR,4,84.8325883484315,19.43136,0.1007096,53.77951,0.3637407,8.77997,0.0283965,37364.53,1,153406,181.3323,0.1452992,0.2144112,0.86619717
Boone,5009,AR,1,80.1583298415998,21.30869,0.1478138,54.72487,0.1148816,1.060445,0.0497687,30951.28,0,33948,57.42443,0.2526882,0.2960894,0.50292397
Boone,5009,AR,4,85.2253094021102,21.30869,0.1478138,54.72487,0.1148816,1.060445,0.0497687,30951.28,0,33948,57.42443,0.047619,0.2063492,0.83050847
Carroll,5015,AR,1,80.2098254498398,29.08332,0.1548879,43.6487,0.0985921,9.744843,0.0392081,30761.63,0,25357,40.23169,0.4044944,0.2727273,0.63218391
Carroll,5015,AR,4,87.0036695331583,29.08332,0.1548879,43.6487,0.0985921,9.744843,0.0392081,30761.63,0,25357,40.23169,0.1923077,0.2307692,0.80769229
Columbia,5027,AR,1,76.7359869409994,18.89169,0.2112302,64.15655,35.95282,1.050658,0.0497007,29376.81,0,25603,33.41931,0.25,0.3953488,0.60000002
Columbia,5027,AR,4,84.3499225149445,18.89169,0.2112302,64.15655,35.95282,1.050658,0.0497007,29376.81,0,25603,33.41931,0.1071429,0.3076923,0.8214286
Craighead,5031,AR,1,77.7145944048663,20.71753,0.1540029,64.65526,7.723864,2.116911,0.0443758,30387.97,1,82148,115.5648,0.3389423,0.2967581,0.55890411
Craighead,5031,AR,4,86.5702829552239,20.71753,0.1540029,64.65526,7.723864,2.116911,0.0443758,30387.97,1,82148,115.5648,0.09375,0.1889401,0.85781991
Crawford,5033,AR,1,79.1220501676282,23.06451,0.1421478,52.93256,0.8695326,3.273424,0.0395362,28120.96,1,53247,89.43172,0.3220339,0.2565217,0.5324074
Crawford,5033,AR,4,85.6487443554656,23.06451,0.1421478,52.93256,0.8695326,3.273424,0.0395362,28120.96,1,53247,89.43172,0.1264368,0.202381,0.89285713
Crittenden,5035,AR,1,76.3732788376272,18.63375,0.2533496,41.67224,46.84465,1.415484,0.0498299,27743.93,1,50866,83.36418,0.315,0.4072165,0.54000002
Crittenden,5035,AR,4,84.5766923725147,18.63375,0.2533496,41.67224,46.84465,1.415484,0.0498299,27743.93,1,50866,83.36418,0.1590909,0.2183908,0.82954544
Faulkner,5045,AR,1,78.0957245932389,17.86296,0.1254781,56.53033,8.441649,1.754365,0.0430845,31470.23,1,86014,132.8651,0.2470588,0.2878788,0.58860761
Faulkner,5045,AR,4,85.796654250019,17.86296,0.1254781,56.53033,8.441649,1.754365,0.0430845,31470.23,1,86014,132.8651,0.0896057,0.2197802,0.87132353
Garland,5051,AR,1,77.7731344683505,23.17249,0.1458266,59.70386,7.754236,2.559386,0.0458781,37213.2,1,88068,130.0429,0.3283019,0.2674419,0.61571127
Garland,5051,AR,4,85.9030269422911,23.17249,0.1458266,59.70386,7.754236,2.559386,0.0458781,37213.2,1,88068,130.0429,0.1359223,0.2107843,0.82631576
Greene,5055,AR,1,76.9770835992756,19.64961,0.1331608,61.46902,0.1285795,1.162573,0.0670426,30772.04,1,37331,64.64141,0.2888889,0.3153846,0.51851851
Greene,5055,AR,4,87.0289486611705,19.64961,0.1331608,61.46902,0.1285795,1.162573,0.0670426,30772.04,1,37331,64.64141,0.125,0.3191489,0.875
Hot Spring,5059,AR,1,77.9865835614151,19.68582,0.1402402,58.47857,10.23622,1.265114,0.0497834,29273.79,1,30353,49.35986,0.2786885,0.302521,0.53658539
Hot Spring,5059,AR,4,87.357593326762,19.68582,0.1402402,58.47857,10.23622,1.265114,0.0497834,29273.79,1,30353,49.35986,0.1136364,0.3181818,0.77777779
Independence,5063,AR,1,78.1503771073844,20.1544,0.1295851,64.36187,2.000993,1.527766,0.0525724,30174.3,0,34233,44.82044,0.2710843,0.2375,0.56024098
Independence,5063,AR,4,86.5688153383289,20.1544,0.1295851,64.36187,2.000993,1.527766,0.0525724,30174.3,0,34233,44.82044,0.0784314,0.26,0.74509805
Jefferson,5069,AR,1,76.9303992989205,17.53915,0.2053066,47.80607,49.38774,0.9611049,0.0655747,28181.01,1,84278,95.24924,0.2766497,0.3624679,0.57692307
Jefferson,5069,AR,4,85.3247724960013,17.53915,0.2053066,47.80607,49.38774,0.9611049,0.0655747,28181.01,1,84278,95.24924,0.147929,0.2901235,0.81875002
Lonoke,5085,AR,1,76.7269323487342,17.6079,0.1053621,57.07011,6.42273,1.745287,0.0366208,32152.27,1,52828,68.9696,0.3835616,0.294964,0.58620691
Lonoke,5085,AR,4,85.5378368182378,17.6079,0.1053621,57.07011,6.42273,1.745287,0.0366208,32152.27,1,52828,68.9696,0.0882353,0.25,0.81751823
Miller,5091,AR,1,78.2192811998787,19.58036,0.1929589,64.08526,22.87169,1.584947,0.0434323,31066.48,1,40443,64.81468,0.3022222,0.3881279,0.55980861
Miller,5091,AR,4,85.9611709190728,19.58036,0.1929589,64.08526,22.87169,1.584947,0.0434323,31066.48,1,40443,64.81468,0.1408451,0.2285714,0.80597013
Mississippi,5093,AR,1,75.9937123248491,17.92766,0.2301155,63.34866,32.53045,2.248985,0.1064062,27086.45,0,51979,57.86707,0.3333333,0.3522727,0.45643154
Mississippi,5093,AR,4,85.8064712656547,17.92766,0.2301155,63.34866,32.53045,2.248985,0.1064062,27086.45,0,51979,57.86707,0.0517241,0.2692308,0.64912283
Ouachita,5103,AR,1,76.2129316174683,18.79959,0.1952187,62.64328,38.49948,0.7294199,0.0703882,30013.19,0,28790,39.30641,0.2385321,0.3883495,0.56481481
Ouachita,5103,AR,4,85.7474855693152,18.79959,0.1952187,62.64328,38.49948,0.7294199,0.0703882,30013.19,0,28790,39.30641,0.0882353,0.3,0.7647059
Phillips,5107,AR,1,76.3786250920245,17.02422,0.3271425,43.35413,58.59331,1.444507,0.0739358,25327.71,1,26445,38.17826,0.2692308,0.5384616,0.41509435
Phillips,5107,AR,4,80.5752941862609,17.02422,0.3271425,43.35413,58.59331,1.444507,0.0739358,25327.71,1,26445,38.17826,0.15,0.2,0.66666669
Poinsett,5111,AR,1,76.6074852287731,20.18385,0.2121573,68.22831,7.085968,1.428906,0.0693166,24828.02,1,25614,33.80321,0.2978723,0.3555556,0.31914893
Poinsett,5111,AR,4,82.3142909345093,20.18385,0.2121573,68.22831,7.085968,1.428906,0.0693166,24828.02,1,25614,33.80321,0.0714286,0.2142857,0.71428573
Pope,5115,AR,1,78.4532420460342,20.06611,0.1518968,50.73528,2.575777,2.061723,0.0420533,29302.46,0,54469,67.08828,0.3407407,0.3023256,0.65313655
Pope,5115,AR,4,85.173389533189,20.06611,0.1518968,50.73528,2.575777,2.061723,0.0420533,29302.46,0,54469,67.08828,0.1764706,0.2368421,0.84033614
Pulaski,5119,AR,1,76.9837216936248,18.28574,0.1332257,59.14174,31.74004,2.438903,0.0408567,38549.7,1,361474,468.9468,0.2870249,0.2949932,0.58708709
Pulaski,5119,AR,4,86.3391825918389,18.28574,0.1332257,59.14174,31.74004,2.438903,0.0408567,38549.7,1,361474,468.9468,0.1122137,0.1773819,0.85957789
St Francis,5123,AR,1,76.9880839576768,18.68628,0.2748735,45.07825,48.66515,4.87913,0.0742991,23152.96,1,29329,46.27219,0.3125,0.4042553,0.3125
St Francis,5123,AR,4,84.2078316900014,18.68628,0.2748735,45.07825,48.66515,4.87913,0.0742991,23152.96,1,29329,46.27219,0,0.3333333,0.5
Saline,5125,AR,1,77.667008721612,16.44583,0.0717934,49.81743,2.171701,1.304936,0.035126,35334.93,1,83529,115.4574,0.3422819,0.2638889,0.59498209
Saline,5125,AR,4,86.2362618754513,16.44583,0.0717934,49.81743,2.171701,1.304936,0.035126,35334.93,1,83529,115.4574,0.1214286,0.2490706,0.85608858
Sebastian,5131,AR,1,77.0654095203088,23.79069,0.1364212,68.84706,6.09276,6.700211,0.0380443,34128.27,1,115071,214.5872,0.3192389,0.3145336,0.5169903
Sebastian,5131,AR,4,85.3102539561783,23.79069,0.1364212,68.84706,6.09276,6.700211,0.0380443,34128.27,1,115071,214.5872,0.1289063,0.2252964,0.82644629
Union,5139,AR,1,76.775322682142,18.26787,0.1874874,67.44395,31.87228,1.139626,0.0489656,31285.29,0,45629,43.92039,0.2956204,0.340824,0.56800002
Union,5139,AR,4,85.4672076241243,18.26787,0.1874874,67.44395,31.87228,1.139626,0.0489656,31285.29,0,45629,43.92039,0.1047619,0.1470588,0.87878788
Washington,5143,AR,1,78.6280655862334,23.27276,0.1459993,50.12713,2.16086,8.199601,0.0291643,30310.85,1,157715,166.0652,0.302356,0.217274,0.63338304
